文字	编码	拆分	分类	权重
鍮	JrRjDvJd	金亼⺝刂	CJK	9000105
𫒬	JrRnDxiDxi	金亻夕夕	ExtC	100
𪵌	JxRnDxiDxi	殳亻夕夕	ExtC	100
𨱎	JrRjDvJd	钅亼⺝刂	ExtB	9000001
𨮋	JrRjDvJdQi	金亼⺝刂心	ExtB	100
𨥆	JrRD	金㇏	ExtB	100
𨨝	JrRnEo	金人	ExtB	100
鍭	JrRnFgJsi	金亻矢	CJK	9000020
鉜	JrRnFc	金亻寸	CJK	9000001
弣	JgRnFc	弓亻寸	CJK	9000001
㢿	JgRnFgJsi	弓亻矢	ExtA	100
䂉	JmRnFgJsi	矛亻矢	ExtA	100
𬭤	JrRnFgJsi	钅亻矢	ExtE	100
𫙆	JgRnFcJgUli	弓亻寸弓鬲	ExtC	100
銓	JrRnGw	金人王	CJK	9000002
銋	JrRnGr	金亻壬	CJK	9000007
铨	JrRnGw	钅人王	CJK	9898824
𨫗	JrRGaWu	金⺈田火	ExtB	100
𨩫	JrRnHiBoX	金亻一日	ExtB	100
𨯡	JrRnHiYv	金人一	ExtB	100
錀	JrRjIce	金亼	CJK	9000003
𨯑	JrRnIbQi	金亻音心	ExtB	100
𢎮	JgRj	弓亼	ExtB	100
𢎶	JgRj	弓亼	ExtB	100
䤦	JrRnJge	金亻戈	ExtA	100
𫒌	JrRnJ	金人	ExtC	100
𨨐	JrRnJyiTs	金亻弋山	ExtB	100
𨥶	JrRnJyi	金亻弋	ExtB	100
銫	JrRKb	金⺈巴	CJK	9000001
铯	JrRKb	钅⺈巴	CJK	9921022
𨦛	JrRnKq	金亻犬	ExtB	100
銝	JrRnMu	金亻木	CJK	9000001
𫒟	JrRjMu	金亼木	ExtC	100
𢎢	JgRn	弓人	ExtB	100
𨤿	JrRn	金人	ExtB	100
鉿	JrRjO	金亼口	CJK	9000001
鎿	JrRjOFs	金亼口手	CJK	9904144
镎	JrRjOFs	钅亼口手	CJK	9862542
㢵	JgRjO	弓亼口	ExtA	100
𫓂	JrRjOIce	金亼口册	ExtC	100
𨩚	JrRnOMu	金亻口木	ExtB	100
鐱	JrRjOORnRn	金亼口口人人	CJK	9000001
𨰇	JrRjOORnRnXp	金亼口口人人攵	ExtB	100
铪	JrRjO	钅亼口	CJK	9890094
𩱡	JgRnOSpJgUli	弓亻口弓鬲	ExtB	100
𨫸	JrRjOUm	金亼口皿	ExtB	100
𨥐	JrRnPj	金亻九	ExtB	100
𨦪	JrRnPZi	金亻卩	ExtB	100
銼	JrRnRnTu	金人人土	CJK	9840808
𨫅	JrRnRjIce	金亻亼	ExtB	100
鑯	JrRnRnJgeUh	金人人戈韭	CJK	9000001
𫓩	JrRnRn	钅人人	ExtC	9000001
𨥎	JrRnRn	金人人	ExtB	100
𢎂	JyiRnRn	弋人人	ExtB	100
𨯘	JrRnRjOORnRn	金亻亼口口人人	ExtB	100
𠭕	JgRnRnQXy	干人人又	ExtB	100
䥘	JrRnRnRnRnBo	金人人人人日	ExtA	100
𥎏	JmRnRnRnRnBo	矛人人人人日	ExtB	100
𨪼	JrRnRnRnRnRn	金亻人人人人	ExtB	100
𢐴	JgRnRnSRnRnSRnRnS	弓人人丨人人丨人人丨	ExtB	100
矬	JsiRnRnTu	矢人人土	CJK	9838272
𢏬	JgRnRnTu	弓人人土	ExtB	100
锉	JrRnRnTu	钅人人土	CJK	9926930
銚	JrReSbSb	金儿冫	CJK	9000003
鏅	JrRnSLDv	金亻丨夂⺝	CJK	9983654
鎀	JrRnSLY	金亻丨夂彡	CJK	9825204
铫	JrReSbSb	钅儿冫	CJK	9837442
𥎺	JsiReSbSb	矢儿冫	ExtB	100
𨦓	JrRuTuD	金入土丶	ExtB	100
𨦁	JrRnTi	金亻士	ExtB	100
𥍶	JmRTcJsi	矛⺈厂矢	ExtB	100
𨩀	JrRTcJsi	金⺈厂矢	ExtB	100
𨮑	JrRnTsKz	金亻山隹	ExtB	100
𥍨	JmRTcZi	矛⺈厂⺋	ExtB	100
䤥	JrRTcZi	金⺈厂⺋	ExtA	100
𥎾	JsiRTcZi	矢⺈厂⺋	ExtB	100
錎	JrRUj	金⺈臼	CJK	9000001
鈋	JrRnUb	金亻	CJK	9876130
𨱂	JrRnUb	钅亻	ExtB	9000001
𬬭	JrRnUbi	钅人匕	ExtE	100
铧	JrRnUbCi	钅亻十	CJK	9879244
釞	JrRu	金入	CJK	9000001
𫒑	JrRuVeZ	金入二ㄅ	ExtC	100
鉨	JrRWi	金⺈小	CJK	9820770
𤦀	JgRWiGv	弓⺈小玉	ExtB	100
鉩	JrRnWi	金人小	CJK	9782072
弥	JgRWi	弓⺈小	CJK	9975756
𢏏	JgRnWi	弓人小	ExtB	100
𨧮	JgRWiJr	弓⺈小金	ExtB	100
𨮓	JrRnWhKyD	金亻业⺶㇏	ExtB	100
𣓔	JgRWiMu	弓⺈小木	ExtB	100
𡝠	JgRWiNv	弓⺈小女	ExtB	100
𡝡	JgRnWiNv	弓人小女	ExtB	100
錚	JrRXv	金⺈	CJK	9000001
𫓮	JrRXji	钅⺈彐	ExtC	100
𨫡	JrRnXvL	金亻聿廴	ExtB	100
铮	JrRXv	钅⺈	CJK	9980866
𨨽	JrRXjiXp	金⺈彐攵	ExtB	100
𨭝	JrRXjiXpWu	金⺈彐攵灬	ExtB	100
鉁	JrRnY	金人彡	CJK	9000024
𨱅	JrRnY	钅人彡	ExtB	9000001
𨯖	JrRnYv	金人	ExtB	100
鈴	JrRjZd	金亽龴	CJK	9310108
矝	JmRjZd	矛亽龴	CJK	9811728
𢏀	JgRnZd	弓人龴	ExtB	100
铃	JrRjZd	钅亽龴	CJK	9978328
𢦟	JgeRjZ	戈亼乛	ExtB	100
鈴	JrRjZi	金亼ㄗ	兼容文字	100
矜	JmRjZ	矛亽ヿ	CJK	9948698
㮗	JmRjZMu	矛亽ヿ木	ExtA	100
鋡	JrRjZO	金亽ヿ口	CJK	9000001
𢧆	JgeRjZO	戈亼乛口	ExtB	100
𢧒	JpRjZO	戊亼乛口	ExtB	100
錜	JrRjZQi	金亽ヿ心	CJK	9000001
㥤	JmRjZQi	矛亽ヿ心	ExtA	100
𥍵	JmRjZQi	矛亽ヿ心	ExtB	100
𫓻	JrRjZQi	钅亽ヿ心	ExtC	100
鈐	JrRjZ	金亽ヿ	CJK	9000001
钤	JrRjZ	钅亽ヿ	CJK	9945690
𨥹	JrRZsi	金⺈巳	ExtB	100
引	JgS	弓丨	CJK	9996846
𨬥	JrSAEr	金⺍冖見	ExtB	100
𨮶	JrSvAxQs	金氵覀示	ExtB	100
鐋	JrSvBoHiPkY	金氵日一勹	CJK	9000002
	JgSb	弓冫	私用区	1
錔	JrSvBo	金水日	CJK	9000030
𨩅	JrSvCCv	金氵艹	ExtB	100
𨮟	JrSvChONf	金氵廿口夫	ExtB	100
𨩾	JrSvDGwZyi	金氵丶王乙	ExtB	100
𥍧	JmSpDxi	矛巛夕	ExtB	100
𨨱	JrSvEo	金氵舌	ExtB	100
𨩲	JrSbEqO	金冫欠口	ExtB	100
𨨏	JrSvEp	金氵皮	ExtB	100
𬭛	JrSvEp	钅氵皮	ExtE	100
𢏠	JgSvFg	弓氵工	ExtB	100
弔	JgS	弓丨	CJK	9586818
𢎟	JgS	弓丨	ExtB	100
𢎠	JgS	弓丨	ExtB	100
錙	JrSpGa	金巛田	CJK	9000001
锱	JrSpGa	钅巛田	CJK	9771650
鎻	JrSpGb	金巛貝	CJK	9955250
弾	JgSGaCi	弓ツ田十	CJK	9000001
鏁	JrSpGaMu	金巛田木	CJK	9976850
鍿	JrSpHiGa	金巛一田	CJK	9847114
𠀓	JgSHi	弓丨一	ExtB	100
𩱮	JgSvHkZMuJgUli	弓氵匚コ木弓鬲	ExtB	100
𨬡	JrSvHkZMu	金氵匚コ木	ExtB	100
㣄	JgSvHkZMu	弓氵匚コ木	ExtA	100
矢	Jsi	矢	CJK	9972780
⽮	Jsi	矢	康熙部首	100
弱	JgSbJgSb	弓冫弓冫	CJK	9994250
𩱣	JgSvJgJJgUli	弓氵弓弓鬲	ExtB	100
鶸	JgSbJgSbKi	弓冫弓冫鳥	CJK	9000002
𠨓	JgSJgS	弓丨弓丨	ExtB	100
𢞔	JgSbJgSbQi	弓冫弓冫心	ExtB	100
𡎳	JgSbJgSbTu	弓冫弓冫土	ExtB	100
𢾲	JgSbJgSbXp	弓冫弓冫攴	ExtB	100
𢾼	JgSbJgSbXp	弓冫弓冫攵	ExtB	100
𨫟	JrSvJdVbMu	金氵刀八木	ExtB	100
鑞	JrSpKsu	金巛	CJK	9000001
𧔨	JgSKcKcKc	弓丨虫虫虫	ExtB	100
镴	JrSpKsu	钅巛	CJK	9745916
𫙇	JgSbKzSbJgUli	弓冫隹冫弓鬲	ExtC	100
𨑩	JgSL	弓丨辶	ExtB	100
釧	JrSp	金川	CJK	9000001
𢎵	JgSp	弓川	ExtB	100
钏	JrSp	钅川	CJK	9895752
𢎱	JgSQbu	弓丨	ExtB	100
𪫥	JgSQi	弓丨心	ExtC	100
銂	JrSpSp	金川	CJK	9000008
𫟻	JrSpSp	钅川	ExtD	100
鍅	JrSvTuGsi	金氵土厶	CJK	9797856
鎃	JrSvTcYi	金氵	CJK	9000001
鎰	JrSvUm	金皿	CJK	9975674
𨪫	JrSvUj	金水臼	ExtB	100
盄	JgSUm	弓丨皿	CJK	9000001
镒	JrSvUm	钅皿	CJK	9903266
淾	JrSv	金水	CJK	9512368
𢐢	JgSbVbGsiEv	弓冫厶羽	ExtB	100
𫒎	JrSv	金水	ExtC	100
𨪮	JrSpWiDv	金巛⺌⺼	ExtB	100
𨪍	JrSvWiPNv	金氵小丿女	ExtB	100
䤬	JrSvWiP	金氵小丿	ExtA	100
𨭡	JrSvXzUj	金氵爫臼	ExtB	100
𨦥	JrSvYe	金氵也	ExtB	100
铴	JrSvZY	钅氵ㄋ	CJK	9000001
疆	JgTuHiGaHiGaHi	弓土一田一田一	CJK	9973376
鑟	JrTiAsGb	金士罒貝	CJK	9000004
𨧣	JrTiAPp	金士冖几	ExtB	100
𫓁	JrTsAQs	金山宀示	ExtC	100
鑛	JrTaBv	金广黄	CJK	9000017
鐊	JrTeBoHiPkY	金阝日一勹	CJK	9000001
𨩿	JrTcBoNz	金厂日子	ExtB	100
𫒨	JrTuBoS	金土日丨	ExtC	100
𨬌	JrTsBoUbiUbi	金山日匕	ExtB	100
彍	JgTaBv	弓广黄	CJK	9854124
𨪛	JrTcBaWi	金厂白小	ExtB	100
鍍	JrTaChXy	金广廿又	CJK	9955008
𨰘	JrTsCfCfUdo	金山丰丰豆	ExtB	100
鍎	JrTcCiEmu	金十目	CJK	9940592
𨮐	JrTcCiEmuL	金十目辶	ExtB	100
𥍿	JmTcCiEmu	矛十目	ExtB	100
锧	JrTcCiGb	钅十贝	CJK	9745934
𨯅	JrTcCGaLa	金厂⺿田⽱	ExtB	100
䥄	JrTcCHiBo	金厂艹一日	ExtA	100
𫠀	JrTcCHiBo	钅厂艹一日	ExtD	100
鏣	JrTaChWu	金广廿灬	CJK	9000002
镀	JrTaChXy	钅广廿又	CJK	9939812
鏰	JrTsDvDv	金山月月	CJK	9000008
镚	JrTsDvDv	钅山月月	CJK	9000007
𢐒	JgTsDvDv	弓山月月	ExtB	100
𢏈	JgTd	弓㠯	ExtB	100
鈻	JrTd	金㠯	CJK	9000001
㢷	JgTsDxi	弓山夕	ExtA	100
邗	JgTe	干阝	CJK	9840866
鍴	JrTsEh	金山而	CJK	9000001
𦤲	JrTyiEi	金邑自	ExtB	100
𫓠	JrTiEsJxEe	金士殳耳	ExtC	100
邤	JnTe	斤阝	CJK	9000003
𫒉	JrTe	金阝	ExtC	100
𨮛	JrTaEvRnY	金广羽人彡	ExtB	100
𨧅	JrTiEs	金士	ExtB	100
𨯝	JrTeFFgDvL	金阝工⺝辶	ExtB	100
𨬍	JrTeFFgDv	金阝工⺼	ExtB	100
鉱	JrTaGsi	金广厶	CJK	9000001
𫟱	JrTiGaFc	釒士田寸	ExtD	100
𨦲	JrTuGsiFi	金土厶力	ExtB	100
𨧶	JrTuGsiJdD	金土厶刀丶	ExtB	100
𨕿	JgTuGwL	弓土王辶	ExtB	100
𨫆	JrTaGrL	金广壬廴	ExtB	100
鉣	JrTuGsi	金土厶	CJK	9000001
𥎰	JsiTuGsi	矢土厶	ExtB	100
𨮻	JrTaGaTuVbTu	金广田土八土	ExtB	100
鎑	JrTuGsiUm	金土厶皿	CJK	9825202
錒	JrTeHo	金阝可	CJK	9000001
𨨵	JrToHiCg	金石一廾	ExtB	100
𨬜	JrTcHiEiL	金厂一自夊	ExtB	100
𨬠	JrTsHiGwXp	金山一王攵	ExtB	100
䥿	JrTcHiJd	钅一	ExtA	100
銗	JrTcHiO	金一口	CJK	9000002
锕	JrTeHo	钅阝可	CJK	9910486
𢐍	JgTsHiReXp	弓山一儿攵	ExtB	100
𡔛	JdTi	刀士	ExtB	100
䤺	JrToJn	金石斤	ExtA	100
䤱	JrTsJn	金山斤	ExtA	100
鑴	JrTsKzAvO	金山隹口	CJK	9972480
𫔔	JrTsKzAvO	钅山隹口	ExtC	100
䥴	JrTsKzA	金山隹	ExtA	100
𨩪	JrTsKc	金山虫	ExtB	100
𢐋	JgTcKhu	弓虎	ExtB	100
𨪉	JrTcKhu	金虎	ExtB	100
鐽	JrTuKyL	金土羊辶	CJK	9000001
𢐏	JgTcKhuRn	弓虍人	ExtB	100
𨪾	JrTcKhuRn	金虍人	ExtB	100
﨨	JrTuKy	金土	兼容文字	100
䂔	JsiTuKy	矢土	ExtA	100
鏙	JrTsKz	金山隹	CJK	9000001
𨭽	JrTsKzZn	金山隹乃	ExtB	100
𨬉	JrTuKz	金土隹	ExtB	100
鎚	JrTdL	金辶	CJK	9782066
鎽	JrTsLCf	金山夂丰	CJK	9946488
龲	JrTaLc	金广車	CJK	100
𨩟	JrTsLO	金山夂口	ExtB	100
𨧖	JrTaMu	金广木	ExtB	100
𥎽	JsiTsNr	矢山大	ExtB	100
鉐	JrTo	金石	CJK	9000003
𫒸	JrTiOAPp	金士口冖几	ExtC	100
𨰁	JrTsOOKz	金山口口隹	ExtB	100
銡	JrTiO	金士口	CJK	9000002
䂒	JsiTiO	矢士口	ExtA	100
鎱	JrTuOYi	金土口	CJK	9929642
鋕	JrTiQi	金士心	CJK	9760326
䥗	JrTiQsEq	金士示欠	ExtA	100
𫔋	JrTiQsEq	钅士示欠	ExtC	100
𨧯	JrTeQYe	金阝也	ExtB	100
𫓘	JrTaRnFcErr	金广亻寸肉	ExtC	100
𨫈	JrTaRnRnTu	金广人人土	ExtB	100
𢐾	JgTuRnRnYsJg	弓土人人糸弓	ExtB	100
𨧌	JrTcRjZd	金亼龴	ExtB	100
䤫	JrTsRjZ	金山亽ヿ	ExtA	100
𨦄	JrTcRjZ	金厂亼乛	ExtB	100
𡴻	JdTs	刀山	ExtB	100
㢫	JgTs	弓山	ExtA	100
𨥉	JrTs	金山	ExtB	100
鐃	JrTuTuTuHiRe	金土土土一儿	CJK	9000001
𨩥	JrTuTuFc	金土土寸	ExtB	100
錌	JrTsTcJg	金山厂干	CJK	9000001
𨫭	JrTeTuReL	金阝土儿夊	ExtB	100
𨩒	JrTuTuTu	金土土土	ExtB	100
銈	JrTuTu	金土土	CJK	9000002
𫒕	JrTuTu	金土土	ExtC	100
𫓯	JrTuTu	钅土土	ExtC	100
鎧	JrTsUdo	金山豆	CJK	9000001
𨮭	JrTcUgaCvJn	金厂斤	ExtB	100
𥏸	JsiTsUdo	矢山豆	ExtB	100
	JgTu	弓土	私用区	1
𢎳	JgTu	弓土	ExtB	100
𣂓	JnTu	斤土	ExtB	100
𨬫	JrTsUdoPp	金山豆几	ExtB	100
釷	JrTu	金土	CJK	9000001
钍	JrTu	钅土	CJK	9940058
䥶	JrTcUhUhLh	金厂禾禾止	ExtA	100
𫓅	JrToUx	金石辛	ExtC	100
鐮	JrTaVhXjiWu	金广䒑	CJK	9930782
鐝	JrTcVhCEq	金厂䒑欠	CJK	9894704
镢	JrTcVhCEq	钅厂䒑欠	CJK	9849972
𨪲	JrTuVbGa	金土丷田	ExtB	100
䥙	JrTeVbKsi	金阝丷豕	ExtA	100
錂	JrTuVbL	金土八夊	CJK	9000001
𨱋	JrTuVbL	钅土八夊	ExtB	9000001
鋊	JrTv	金谷	CJK	9000012
錴	JrTuVbTu	金土八土	CJK	9000001
镰	JrTaVhXjiWu	钅广䒑	CJK	9950608
𨭅	JrTsWvATu	金山冂土	ExtB	100
𤃄	JdTcWuBoPkYSv	刀厂火日勹水	ExtB	100
䤲	JrTuWu	金土	ExtA	100
𨪘	JrTcWuWu	金厂火火	ExtB	100
𨧴	JrTcWuXy	金厂火又	ExtB	100
鈑	JrTcXy	金又	CJK	9000001
𢏫	JgTsXc	弓山支	ExtB	100
鎕	JrTaXvO	金广肀口	CJK	9000001
鏞	JrTaXvPv	金广肀	CJK	9000001
镛	JrTaXvPv	钅广肀	CJK	9760186
鏮	JrTaXjiSv	金广氺	CJK	9879254
钣	JrTcXy	钅又	CJK	9891314
弢	JgTsXy	弓山又	兼容增补	100
𥎮	JsiTcXy	矢又	ExtB	100
銟	JrTsYj	金山巾	CJK	9000031
䤨	JrTcYi	金	ExtA	100
𨦺	JrTyi	金邑	ExtB	100
𦁓	JgeTvYs	戈糸	ExtB	100
鑄	JrTiZFgHiOFc	金士乛工一口寸	CJK	9000002
鈪	JrTcZi	金厂⺋	CJK	9728666
铠	JrTsZj	钅山己	CJK	9933200
𨮾	JrTiZOQOFc	金士乛口丄口寸	ExtB	100
𨪞	JrTaZdPv	金广龴	ExtB	100
𫝖	JdTcZWu	刀厂	ExtD	100
短	JsiUdo	矢豆	CJK	9997430
𨰝	JrUzuAmBo	金⺮門日	ExtB	100
𨮱	JrUzuAkCiO	金⺮囗十口	ExtB	100
𨰓	JrUzuAmDv	金⺮門月	ExtB	100
𨬎	JrUzuAHiO	金⺮冂一口	ExtB	100
𥐔	JsiUdoAmO	矢豆門口	ExtB	100
鐤	JrUaa	金鼎	CJK	9950116
𨪗	JrUzuARn	金⺮冂人	ExtB	100
临	JUzuBo	〢	CJK	9993910
𪲹	JUzuBoMu	〢木	ExtC	100
𨰳	JrUluBoOUS	金鹵日口凵亅	ExtB	100
𨤽	JrUbi	金匕	ExtB	100
鍖	JrUgaCvZ	金㇗	CJK	9974546
𩱷	JgUiCAsJpDJgUli	弓米卝罒戊丶弓鬲	ExtB	100
鐁	JrUgaCvJn	金斤	CJK	9000001
𥐀	JsiUgaCvJn	矢斤	ExtB	100
𫑇	JnUgaCvL	斤辶	ExtC	100
䥓	JrUgaCvTu	金土	ExtA	100
錤	JrUgaCv	金	CJK	9000001
𫓹	JrUgaCv	钅	ExtC	100
𪿋	JsiUgaCv	矢	ExtC	100
𥐋	JsiUdoCX	矢豆艹乂	ExtB	100
𨮊	JrUgaCvZUdu	金㇗斗	ExtB	100
鈄	JrUdu	金斗	CJK	9000001
鋀	JrUdo	金豆	CJK	9000001
钭	JrUdu	钅斗	CJK	9815870
𨥪	JrUdu	金斗	ExtB	100
𨩈	JrUvDv	金北⺝	ExtB	100
鎭	JrUbiEmuZVb	金匕目㇗八	CJK	9966128
𨮿	JrUzuElBo	金⺮耂日	ExtB	100
𨮰	JrUzuEmuCg	金⺮目廾	ExtB	100
䥷	JrUzuEmuCgJd	金⺮目廾刂	ExtA	100
𨰉	JrUzuEmuCgJn	金⺮目廾斤	ExtB	100
𥐒	JsiUdoEgu	矢豆骨	ExtB	100
𨰭	JrUzuEmuNrYs	金⺮目大糸	ExtB	100
𥀈	JgUjEp	干臼皮	ExtB	100
览	JUzuEr	〢见	CJK	9966054
𨯥	JrUzuExUbiUbi	金⺮囟匕	ExtB	100
𩔓	JgUjEye	干臼頁	ExtB	100
𨯲	JrUdoEye	金豆頁	ExtB	100
𨫫	JrUbiEye	金頁	ExtB	100
𥐏	JsiUdoEsiZO	矢豆尸口	ExtB	100
𫒘	JrUf	金缶	ExtC	100
㧛	JUzuFs	〢手	ExtA	100
弧	JgUgu	弓瓜	CJK	9976366
𠙻	JgU	干凵	ExtB	100
鐂	JrUyGa	金田	CJK	9000001
𧸒	JsiUdoGb	矢豆貝	ExtB	100
𤮻	JgUga	干甘	ExtB	100
𢐮	JgUiGaJg	弓米田弓	ExtB	100
鉗	JrUga	金甘	CJK	9000001
鈲	JrUgu	金瓜	CJK	9000004
钳	JrUga	钅甘	CJK	9957256
𨱃	JrUgu	钅瓜	ExtB	9000001
𤫴	JsiUgu	矢瓜	ExtB	100
甙	JyiUga	弋甘	CJK	9925330
𤮼	JyiUga	弋甘	ExtB	100
鉌	JrUh	金禾	CJK	9000003
鑙	JrUhHyUbiBo	金禾尤匕日	CJK	9000001
𨮺	JrUhHyUbiBo	金禾尤匕日	ExtB	100
𨯀	JrUhHyUbiBo	金禾尤匕日	ExtB	100
𦦘	JgUjHiXjiLh	干臼一龰	ExtB	100
銤	JrUi	金米	CJK	9000001
䛓	JUzuIi	〢言	ExtA	100
𥪵	JgUjIhNv	干臼立女	ExtB	100
𨯽	JrUzuIXULa	金⺮亠㐅凵禸	ExtB	100
粥	JgUiJg	弓米弓	CJK	9986776
鋓	JrUhJd	金禾刂	CJK	9000001
𦥢	JdUj	臼	ExtB	100
	JgUj	干臼	私用区	1
𤳕	JgUiJgGa	弓米弓田	ExtB	100
䰜	JgUliJg	弓鬲弓	ExtA	100
𨮼	JrUzuJpHiO	金⺮戊一口	ExtB	100
𥪷	JgUiJgIh	弓米弓立	ExtB	100
𪆀	JgUiJgKi	弓米弓鳥	ExtB	100
鏫	JrUhJdMu	金禾刂木	CJK	9000001
𨬏	JrUhJdMu	金禾木	ExtB	100
𦥵	JdUjJdO	臼口	ExtB	100
鑗	JrUhJdRnSv	金禾人氺	CJK	9000001
鉴	JUzuJr	〢金	CJK	9977424
𢐫	JgUiJgRjZ	弓米弓亽ヿ	ExtB	100
鬻	JgUiJgUli	弓米弓鬲	CJK	9900614
𩱗	JgUyJgUli	弓酉弓鬲	ExtB	100
𨰥	JrUiKqEye	金米犬頁	ExtB	100
𫔕	JrUiKqEye	钅米犬頁	ExtC	100
𨯹	JrUzuKma	金⺮馬	ExtB	100
鎘	JrUli	金鬲	CJK	9000001
㣂	JgUli	弓鬲	ExtA	100
𪉝	JmUlu	矛鹵	ExtB	100
鏀	JrUlu	金鹵	CJK	9981192
銇	JrUl	金耒	CJK	9000022
镉	JrUli	钅鬲	CJK	9954554
𨨄	JrUl	金兩	ExtB	100
𨭀	JrUli	金鬲	ExtB	100
鏻	JrUiLv	金米舛	CJK	9000086
𬭸	JrUiLv	钅米舛	ExtE	100
鏼	JrUzuMuA	金⺮木冂	CJK	9000001
𥁀	JdUm	刀皿	ExtB	100
㿻	JgUm	干皿	ExtA	100
𪭌	JgeUm	戈皿	ExtC	100
𥁛	JmUm	矛皿	ExtB	100
䥑	JrUm	金麥	ExtA	100
𫒏	JrUm	金皿	ExtC	100
𨦎	JrUm	金麦	ExtB	100
鿏	JrUm	钅麦	CJK	100
𨪀	JrUgaMu	金甘木	ExtB	100
矮	JsiUhNv	矢禾女	CJK	9988446
𦦕	JgUjNrRnRn	干臼大人人	ExtB	100
錗	JrUhNv	金禾女	CJK	9000003
㢻	JgUhNv	弓禾女	ExtA	100
镂	JrUiNv	钅米女	CJK	9968008
𨩐	JrUiNv	金米女	ExtB	100
𥐈	JsiUiNvXp	矢米女攵	ExtB	100
𨨛	JrUhO	金禾口	ExtB	100
𫓼	JrUhO	钅禾口	ExtC	100
𠞠	JdUhPNf	刀禾丿夫	ExtB	100
鋵	JrUhPp	金禾几	CJK	9000012
𥏐	JsiUhPp	矢禾几	ExtB	100
𨭾	JrKsu	金䑕	ExtB	100
㥻	JpUhQi	戊禾心	ExtA	100
鉯	JrUbRn	金人	CJK	9000001
𢏱	JgUjRe	弓臼儿	ExtB	100
𫒪	JrUjRe	金臼儿	ExtC	100
𨯸	JrUhReEye	金禾儿頁	ExtB	100
𪿏	JsiUdoRjIce	矢豆亼	ExtC	100
𫓌	JrUzuRjO	金⺮亼口	ExtC	100
鎪	JrUjSXy	金臼丨又	CJK	9000004
𨩤	JrUjSHiZ	金臼丨一ㄅ	ExtB	100
𨩭	JrUs	金食	ExtB	100
锼	JrUjSXy	钅臼丨又	CJK	9852702
䬥	JyiUs	弋食	ExtA	100
𨬻	JrUzuTuFc	金⺮土寸	ExtB	100
𨬼	JrUzuTuO	金⺮土口	ExtB	100
鍇	JrUbiUbiBa	金匕白	CJK	9000001
鈚	JrUbiUbi	金匕	CJK	9746062
𥍾	JmUbiUbiBa	矛匕白	ExtB	100
锴	JrUbiUbiBa	钅匕白	CJK	9760196
𥏪	JsiUbiUbiBa	矢匕白	ExtB	100
𬬫	JrUbiUbi	钅匕	ExtE	100
𥎬	JsiUbiUbi	矢匕	ExtB	100
𪪼	JgUbiUbiCi	弓匕十	ExtC	100
𥐍	JsiUdoUdo	矢豆豆	ExtB	100
𪟎	JUzuUmJd	〢皿刂	ExtC	100
监	JUzuUm	〢皿	CJK	9993134
𪾘	JrUbiUbiUm	金匕皿	ExtC	100
𥐆	JsiUdoVbF	矢豆丷	ExtB	100
鉳	JrUv	金北	CJK	100
鍬	JrUhWu	金禾火	CJK	9704146
𢦭	JgeUw	戈瓦	ExtB	100
𤬹	JpUw	戊瓦	ExtB	100
𨫺	JrUmWiP	金麦小丿	ExtB	100
𨮽	JrUmWiP	金麥小丿	ExtB	100
𨥯	JrUw	金瓦	ExtB	100
𩱯	JgUiWvSpJgUli	弓米弓鬲	ExtB	100
锹	JrUhWu	钅禾火	CJK	9943862
𤬩	JyiUw	弋瓦	ExtB	100
鋅	JrUx	金辛	CJK	9000003
𢻗	JgUjXc	干臼支	ExtB	100
㢹	JgUx	弓辛	ExtA	100
𨧺	JrUhXji	金禾	ExtB	100
锌	JrUx	钅辛	CJK	9990514
𥏔	JsiUx	矢辛	ExtB	100
𨬾	JrUzuXv	金⺮聿	ExtB	100
𨟶	JgeUy	戈酉	ExtB	100
𨦰	JrUy	金丣	ExtB	100
𥐐	JsiUdoYiVbO	矢豆衣八口	ExtB	100
𨟲	JyiUy	弋酉	ExtB	100
銹	JrUhZn	金禾乃	CJK	9000001
	JUzu	〢	私用区	1
𥐇	JsiUdoZg	矢豆艮	ExtB	100
锈	JrUhZn	钅禾乃	CJK	9947248
𥏗	JsiUhZn	矢禾乃	ExtB	100
𢎉	JyiUzu	弋竹	ExtB	100
平	JgVb	干丷	CJK	9998704
矰	JsiVbAkWiBo	矢丷囗⺌曰	CJK	9000099
鏳	JrVbAkWiBo	金丷囗⺌曰	CJK	9000002
𢐷	JgVbAkWiBoJg	弓丷囗⺌曰弓	ExtB	100
𩱭	JgVbAkWiBoJgUli	弓丷囗⺌曰弓鬲	ExtB	100
𢐞	JgVbAkWiBo	弓丷囗⺌曰	ExtB	100
刅	JdVb	刀八	CJK	9000001
𫝐	JdVhBo	刂䒑日	ExtD	100
釟	JrVb	金八	CJK	9000003
𫓥	JrVb	钅八	ExtC	100
鉼	JrVhCg	金䒑廾	CJK	9000005
鎙	JrVhCDv	金䒑月	CJK	9000001
𫔈	JrVhCDv	钅䒑月	ExtC	100
𨧂	JrVbCgJd	金丷廾刂	ExtB	100
𢆮	JgVbCJaNc	干丷⺿臣	ExtB	100
𫒼	JrVhCL	金䒑辶	ExtC	100
彅	JgVhDvJdJd	弓䒑⺝刂刀	CJK	9786414
𢎬	JgVbD	弓八丶	ExtB	100
鎆	JrVhDvJd	金䒑⺝刂	CJK	100
𪱞	JyiVeDv	弋二⺝	ExtC	100
弍	JyiVe	弋二	CJK	9349784
𢎥	JgVe	弓二	ExtB	100
